H_Copper (mm),H_leg (mm),Width_leg_p (mm),Width_leg_n (mm),Delta_T (K),Power Output (Watts),Voltage (V),Effeciency,rho_c
1.309090909,2.222727273,0.974545455,0.461818182,472,0.005897846,0.058978457,0.109200845,1.494642646
0.963636364,2.481818182,1.658181818,0.632727273,300,0.000620217,0.006202167,0.002294246,2.839560992
2,1.445454545,0.290909091,1.145454545,471,0.005632419,0.056324193,0.019333149,0.290142149
0.963636364,0.668181818,1.658181818,1.487272727,461,0.005925939,0.059259385,0.056388688,0.76449719
0.963636364,2.481818182,1.829090909,1.658181818,467,0.005638687,0.056386871,0.209176144,3.132235041
0.445454545,0.668181818,1.658181818,1.145454545,435,0.005127128,0.051271284,0.042211045,0.76449719
0.963636364,0.927272727,0.461818182,1.316363636,471,0.005710595,0.05710595,0.020239144,0.295479669
0.790909091,2.222727273,0.974545455,0.632727273,393,0.006817851,0.068178505,0.14592649,1.494642646
2,2.481818182,0.803636364,1.145454545,301,0.000645742,0.006457415,0.001205307,1.376190745
1.481818182,0.409090909,2,0.461818182,436,0.00533521,0.053352104,0.033752336,0.564545454
1.136363636,2.740909091,0.12,1.145454545,322,0.000641913,0.006419132,0.000196417,0.226947273
0.790909091,0.668181818,1.829090909,0.290909091,334,0.006207184,0.062071836,0.068244874,0.843294049
0.790909091,1.445454545,0.461818182,0.974545455,366,0.006216588,0.062165882,0.037387857,0.460600661
1.827272727,2.740909091,1.658181818,0.12,366,0.00673741,0.067374096,0.29899477,3.135998677
1.827272727,0.409090909,0.974545455,0.12,444,0.005239443,0.052394431,0.015861458,0.275087603
2,3,1.316363636,0.461818182,438,0.005348253,0.053482534,0.163708788,2.724872727
1.136363636,2.222727273,1.316363636,0.803636364,430,0.005128524,0.051285242,0.111531561,2.018882975
1.827272727,1.445454545,0.461818182,0.632727273,478,0.005850824,0.058508239,0.03311772,0.460600661
0.445454545,2.222727273,1.487272727,1.658181818,441,0.005154425,0.051544245,0.127288177,2.281003141
0.445454545,1.186363636,1.487272727,0.803636364,330,0.000679444,0.006794442,0.001180503,1.217467933
1.827272727,0.409090909,1.316363636,0.290909091,368,0.006189507,0.061895066,0.029899139,0.371573553
0.790909091,2.740909091,1.487272727,1.658181818,354,0.006236207,0.062362069,0.229761462,2.812770743
0.618181818,2.222727273,1.145454545,1.145454545,423,0.005016377,0.050163765,0.092852841,1.756762809
1.654545455,1.445454545,0.632727273,0.461818182,458,0.006281933,0.062819327,0.052306837,0.631059174
1.654545455,1.704545455,1.487272727,1.145454545,367,0.005265719,0.052657192,0.101874503,1.749235537
1.309090909,2.481818182,0.803636364,0.12,449,0.00529314,0.052931397,0.080985481,1.376190745
1.827272727,0.927272727,1.145454545,2,425,0.006944867,0.069448669,0.07424447,0.732882644
1.136363636,1.963636364,1.145454545,1.145454545,446,0.006080446,0.060804459,0.120520436,1.551986777
0.618181818,1.186363636,0.12,1.145454545,500,0.006684922,0.066849223,0.00922025,0.098230909
0.790909091,0.668181818,0.12,0.632727273,339,0.000620893,0.006208926,4.48E-05,0.055325454
1.309090909,0.409090909,1.658181818,0.290909091,371,0.006122223,0.061222225,0.03684861,0.468059504
1.827272727,0.927272727,1.658181818,2,478,0.005902826,0.059028259,0.077644463,1.060934875
2,1.704545455,1.487272727,1.145454545,493,0.006049088,0.060490884,0.134440455,1.749235537
2,0.409090909,0.290909091,0.12,461,0.005528608,0.055286081,0.005271809,0.082115702
1.481818182,2.481818182,0.974545455,1.658181818,348,0.000656494,0.00656494,0.001510722,1.668864794
1.481818182,0.668181818,0.632727273,0.632727273,354,0.000690644,0.006906444,0.000292261,0.291716033
0.618181818,2.481818182,0.803636364,0.974545455,306,0.000551999,0.005519992,0.00088076,1.376190745
0.963636364,3,1.658181818,0.290909091,497,0.006078943,0.060789428,0.266416076,3.432436363
0.445454545,1.186363636,0.290909091,0.974545455,409,0.006334063,0.063340629,0.020067385,0.238135537
0.618181818,2.740909091,1.316363636,2,409,0.005062912,0.050629118,0.13403621,2.489542809
0.445454545,2.481818182,1.829090909,1.487272727,404,0.006515107,0.065151069,0.279253905,3.132235041
1.136363636,0.668181818,2,2,395,0.006746864,0.067468639,0.088161599,0.922090909
1.827272727,2.740909091,0.632727273,0.290909091,438,0.005061805,0.050618049,0.064398077,1.196631075
1.827272727,1.445454545,1.658181818,2,335,0.00066867,0.006686701,0.001553143,1.653810247
1.654545455,2.481818182,0.632727273,1.658181818,472,0.005684897,0.056848974,0.073550002,1.083516695
0.272727273,3,2,0.974545455,403,0.006573082,0.065730821,0.375699203,4.14
1.827272727,2.481818182,0.12,0.632727273,420,0.006889755,0.068897545,0.020488474,0.205494546
0.790909091,0.15,1.316363636,2,372,0.006136085,0.061360845,0.010774589,0.136243636
2,0.409090909,1.829090909,0.632727273,500,0.005939897,0.059398968,0.038261662,0.516302479
1.481818182,1.704545455,2,0.974545455,429,0.005204391,0.052043906,0.133822537,2.352272728
1.654545455,1.445454545,0.12,1.829090909,435,0.00567923,0.056792297,0.008108032,0.119683636
0.790909091,3,0.461818182,0.12,410,0.006857094,0.068570944,0.094411185,0.955963637
0.790909091,0.15,0.12,1.145454545,397,0.006586356,0.065863558,0.001131654,0.01242
1.136363636,1.963636364,1.829090909,1.658181818,489,0.00603602,0.060360198,0.189648136,2.478251901
1.827272727,1.186363636,2,1.487272727,365,0.006032663,0.060326632,0.125145976,1.637181818
1.136363636,2.481818182,1.829090909,0.290909091,315,0.000626713,0.006267127,0.002584004,3.132235041
1.136363636,2.740909091,0.803636364,1.316363636,466,0.006794871,0.067948705,0.14738982,1.519859009
0.445454545,1.186363636,0.12,1.658181818,410,0.005380258,0.053802576,0.005972499,0.098230909
1.654545455,2.481818182,0.974545455,1.658181818,488,0.005894569,0.058945687,0.121794321,1.668864794
2,1.445454545,0.803636364,2,369,0.006031861,0.060318608,0.061251616,0.801517686
1.654545455,1.704545455,1.145454545,1.658181818,368,0.006082607,0.060826072,0.10469282,1.347210744
0.445454545,2.481818182,0.461818182,0.974545455,474,0.006234608,0.062346083,0.064566946,0.790842645
1.309090909,2.481818182,0.290909091,1.487272727,476,0.005703064,0.057030635,0.034032557,0.498168595
1.654545455,3,0.12,0.461818182,494,0.005866218,0.058662182,0.017954356,0.2484
0.963636364,3,0.290909091,0.461818182,353,0.006139872,0.061398719,0.047681299,0.602181818
1.309090909,1.186363636,0.12,0.461818182,354,0.006079616,0.060796164,0.007626097,0.098230909
0.618181818,1.963636364,0.974545455,0.290909091,444,0.005150243,0.051502432,0.073564714,1.320420497
0.963636364,3,1.487272727,0.12,385,0.006426782,0.064267822,0.267085273,3.078654545
0.963636364,2.740909091,1.829090909,1.829090909,430,0.005059341,0.05059341,0.185981067,3.459226612
0.963636364,0.15,0.632727273,1.487272727,386,0.006856052,0.068560517,0.006465571,0.065487273
1.309090909,1.186363636,1.145454545,0.12,340,0.000606289,0.006062892,0.000723946,0.937658677
2,0.668181818,0.290909091,1.487272727,424,0.006932162,0.06932162,0.013537556,0.134122314
1.481818182,1.186363636,1.487272727,0.461818182,425,0.006865939,0.068659385,0.120547766,1.217467933
0.445454545,1.186363636,0.461818182,1.487272727,370,0.006053948,0.060539483,0.029101621,0.378040166
0.272727273,3,1.658181818,0.974545455,477,0.005828071,0.058280714,0.244880408,3.432436363
0.790909091,0.668181818,0.632727273,1.145454545,330,0.000637172,0.006371716,0.000248757,0.291716033
0.618181818,2.481818182,0.632727273,1.316363636,399,0.005157603,0.05157603,0.060538722,1.083516695
0.445454545,0.15,1.829090909,0.12,301,0.000676682,0.006766819,0.000182073,0.189310909
1.827272727,1.445454545,2,0.290909091,441,0.005380117,0.05380117,0.121274302,1.994727272
0.790909091,2.222727273,1.316363636,2,317,0.000689284,0.006892842,0.002014696,2.018882975
1.136363636,1.963636364,0.461818182,0.461818182,442,0.005472365,0.054723648,0.039358006,0.625721653
0.445454545,0.15,0.803636364,0.974545455,384,0.00502774,0.050277403,0.004416187,0.083176364
1.309090909,1.704545455,0.12,1.316363636,467,0.005517247,0.055172465,0.009023718,0.141136364
1.309090909,0.409090909,0.974545455,1.145454545,445,0.005342797,0.053427965,0.016493397,0.275087603
0.618181818,1.445454545,0.461818182,2,393,0.006439361,0.064393609,0.040115472,0.460600661
1.654545455,0.409090909,0.12,1.487272727,496,0.006142386,0.061423858,0.00268427,0.033872727
1.309090909,0.668181818,1.316363636,0.12,468,0.005522393,0.055223933,0.038875511,0.60690347
1.136363636,0.15,1.145454545,0.461818182,359,0.006002034,0.060020341,0.008970506,0.118554546
1.136363636,1.704545455,1.145454545,1.829090909,354,0.000673715,0.006737149,0.001284369,1.347210744
1.309090909,3,1.487272727,1.316363636,449,0.005323113,0.053231128,0.18322896,3.078654545
1.136363636,3,0.461818182,0.803636364,480,0.006095102,0.060951024,0.074594225,0.955963637
0.618181818,2.222727273,1.658181818,0.632727273,354,0.006324228,0.063242282,0.213640852,2.543123306
1.136363636,2.481818182,1.658181818,2,464,0.005423923,0.054239229,0.175460772,2.839560992
2,0.15,0.632727273,0.12,491,0.006172828,0.061728284,0.005241157,0.065487273
1.827272727,1.186363636,0.803636364,0.632727273,306,0.006307031,0.063070311,0.054963991,0.657849422
1.136363636,0.927272727,1.487272727,1.487272727,388,0.006636524,0.066365241,0.088029931,0.951584132
0.790909091,0.668181818,1.145454545,1.658181818,488,0.006545465,0.065454652,0.047523067,0.528106611
0.445454545,1.445454545,0.803636364,0.632727273,433,0.005088405,0.050884046,0.04358913,0.801517686
0.445454545,0.927272727,1.658181818,1.145454545,446,0.005182251,0.051822507,0.059844933,1.060934875
1.309090909,3,0.632727273,0.290909091,387,0.005662457,0.056624573,0.088206096,1.309745455
0.790909091,1.963636364,0.290909091,1.658181818,305,0.000618751,0.006187505,0.000316957,0.394155372
0.963636364,1.186363636,0.290909091,0.632727273,382,0.006746443,0.067464433,0.022765426,0.238135537
1.481818182,3,2,0.803636364,478,0.006051872,0.060518724,0.318479648,4.14
2,1.963636364,0.803636364,1.316363636,404,0.006583378,0.065833777,0.099121782,1.088854216
0.790909091,0.15,1.145454545,1.316363636,362,0.006110868,0.06110868,0.009298777,0.118554546
0.618181818,0.927272727,1.145454545,1.316363636,363,0.006699464,0.066994635,0.069090177,0.732882644
2,0.409090909,1.316363636,1.487272727,328,0.000615359,0.006153588,0.000295531,0.371573553
1.481818182,0.15,0.803636364,1.145454545,390,0.006536791,0.065367907,0.007465019,0.083176364
1.654545455,1.963636364,1.658181818,0.461818182,364,0.006176343,0.061763431,0.180014277,2.24668562
1.309090909,1.963636364,0.632727273,0.632727273,394,0.006551957,0.065519573,0.077298425,0.857287935
0.790909091,0.927272727,2,1.316363636,349,0.000604384,0.006043843,0.000981781,1.279636363
1.481818182,0.927272727,1.487272727,0.803636364,364,0.000688142,0.006881424,0.000946467,0.951584132
1.136363636,1.445454545,0.12,0.290909091,357,0.000657718,0.006577176,0.000108747,0.119683636
1.654545455,2.740909091,1.829090909,0.632727273,382,0.006206138,0.062061378,0.279848936,3.459226612
0.618181818,2.222727273,0.632727273,0.461818182,470,0.005841697,0.058416966,0.069555526,0.970402315
0.445454545,2.222727273,0.974545455,0.632727273,449,0.005296813,0.05296813,0.088078208,1.494642646
2,2.222727273,0.461818182,1.487272727,375,0.006337268,0.063372684,0.059746479,0.708282149
1.827272727,0.668181818,1.487272727,1.316363636,365,0.006651084,0.066510837,0.063711966,0.685700331
2,0.15,1.487272727,1.487272727,394,0.006447649,0.064476492,0.013441124,0.153932727
1.309090909,1.704545455,1.316363636,0.12,439,0.005083072,0.050830716,0.084020996,1.548223141
0.963636364,3,0.461818182,0.290909091,498,0.00630015,0.063001498,0.079697545,0.955963637
2,0.927272727,0.461818182,1.487272727,362,0.006236124,0.062361244,0.024135648,0.295479669
0.618181818,1.963636364,1.145454545,0.290909091,322,0.000600298,0.006002983,0.001174692,1.551986777
1.136363636,2.222727273,1.145454545,1.316363636,370,0.006255214,0.062552137,0.144377411,1.756762809
0.618181818,3,2,0.12,495,0.006205968,0.062059676,0.334904642,4.14
1.309090909,2.740909091,1.487272727,0.461818182,391,0.006542061,0.065420611,0.252851391,2.812770743
0.445454545,1.704545455,0.461818182,0.290909091,445,0.005197505,0.051975052,0.030819131,0.543161157
1.827272727,1.704545455,2,1.829090909,471,0.00590367,0.059036699,0.172200189,2.352272728
2,0.409090909,0.12,0.974545455,339,0.000607582,0.006075821,2.63E-05,0.033872727
2,0.927272727,1.658181818,1.829090909,427,0.00541623,0.054162301,0.065370944,1.060934875
1.481818182,2.481818182,0.290909091,1.487272727,344,0.000656456,0.006564557,0.000450909,0.498168595
1.136363636,0.15,0.12,1.487272727,470,0.005610118,0.056101183,0.000821046,0.01242
1.136363636,3,0.290909091,0.12,491,0.006052723,0.060527226,0.046337329,0.602181818
0.790909091,2.481818182,2,1.658181818,445,0.005328458,0.053284578,0.204246173,3.424909091
2,1.963636364,0.12,1.487272727,337,0.006226424,0.062264239,0.01323947,0.162589091
1.136363636,1.963636364,1.487272727,1.145454545,497,0.006608387,0.066083872,0.184838975,2.015119339
1.309090909,0.927272727,0.632727273,0.803636364,343,0.006159995,0.061599952,0.032265299,0.404830413
1.136363636,0.668181818,0.290909091,1.145454545,393,0.006457964,0.064579639,0.011748815,0.134122314
1.827272727,0.668181818,1.316363636,1.145454545,383,0.005817323,0.058173233,0.043138778,0.60690347
1.136363636,2.740909091,0.290909091,1.658181818,380,0.006365463,0.063654631,0.046823389,0.550175207
0.618181818,1.445454545,1.316363636,1.316363636,316,0.000659264,0.006592641,0.001198533,1.312893223
2,0.927272727,1.316363636,1.487272727,493,0.005975673,0.059756734,0.063169578,0.842233388
0.790909091,2.222727273,0.632727273,0.974545455,393,0.006616186,0.066161863,0.089221412,0.970402315
0.790909091,2.740909091,2,1.658181818,336,0.006156822,0.061568222,0.301154086,3.782454546
1.136363636,1.704545455,0.803636364,1.829090909,450,0.005351826,0.053518259,0.056862118,0.945185951
1.481818182,3,2,0.632727273,387,0.006553295,0.065532952,0.373440678,4.14
0.445454545,0.668181818,1.316363636,1.145454545,419,0.00685977,0.068597696,0.059984701,0.60690347
0.790909091,1.963636364,0.632727273,0.290909091,341,0.006276896,0.062768959,0.070944443,0.857287935
0.445454545,1.186363636,0.632727273,1.658181818,395,0.006430958,0.064309583,0.044992143,0.517944793
1.827272727,1.445454545,0.12,0.461818182,475,0.006070952,0.060709522,0.009265102,0.119683636
0.790909091,0.15,2,0.12,476,0.006109974,0.061099744,0.016231212,0.207
1.481818182,0.927272727,0.803636364,0.632727273,359,0.006691652,0.066916516,0.048359814,0.514181157
1.654545455,0.409090909,0.632727273,0.290909091,485,0.005843858,0.05843858,0.012811105,0.178601653
1.654545455,2.481818182,1.145454545,1.316363636,459,0.00571719,0.057171895,0.134667844,1.961538842
0.790909091,2.740909091,0.974545455,0.12,358,0.006024139,0.060241393,0.14048749,1.843086943
1.309090909,1.704545455,1.145454545,0.632727273,452,0.006067956,0.060679559,0.104189076,1.347210744
0.963636364,1.186363636,0.803636364,0.461818182,446,0.005361321,0.053613206,0.039716583,0.657849422
0.790909091,1.704545455,1.829090909,1.316363636,461,0.005489735,0.054897353,0.136175067,2.151260331
1.654545455,1.963636364,1.316363636,1.658181818,332,0.000662207,0.006622074,0.001642767,1.783553058
0.790909091,0.409090909,0.12,1.658181818,336,0.000656654,0.00656654,3.07E-05,0.033872727
0.445454545,0.668181818,1.145454545,1.145454545,457,0.006392138,0.063921383,0.045322697,0.528106611
0.790909091,1.963636364,2,0.12,494,0.060002077,0.600020769,20.49153714,2.709818182
0.790909091,1.963636364,1.487272727,0.803636364,315,0.000668674,0.006686742,0.001892482,2.015119339
1.136363636,0.409090909,0.974545455,1.829090909,420,0.006871119,0.068711187,0.027278956,0.275087603
0.790909091,3,0.803636364,0.12,342,0.00068126,0.006812599,0.001621651,1.663527273
1.136363636,0.927272727,1.829090909,0.803636364,441,0.006066531,0.06066531,0.090463738,1.170285619
0.963636364,1.445454545,1.487272727,1.487272727,332,0.000600118,0.006001184,0.00112207,1.483351735
2,2.481818182,1.658181818,0.803636364,302,0.000664561,0.006645614,0.002634045,2.839560992
2,3,0.12,1.487272727,346,0.000697718,0.006977175,0.000253988,0.2484
1.481818182,0.409090909,0.461818182,0.632727273,375,0.005685258,0.056852579,0.008849976,0.130358678
0.618181818,1.704545455,0.12,1.316363636,320,0.000653161,0.006531605,0.000126468,0.141136364
2,0.927272727,0.461818182,0.12,422,0.005141254,0.051412544,0.016404674,0.295479669
1.481818182,1.186363636,0.974545455,0.803636364,339,0.006156913,0.061569128,0.063518004,0.797754049
0.445454545,0.409090909,0.803636364,1.658181818,394,0.006535388,0.065353876,0.020350403,0.226844628
0.445454545,2.481818182,2,1.658181818,375,0.006233876,0.062338761,0.279554958,3.424909091
1.309090909,1.963636364,1.658181818,1.316363636,303,0.000699526,0.006995255,0.002309145,2.24668562
1.309090909,0.927272727,1.487272727,0.461818182,358,0.000693492,0.006934918,0.00096124,0.951584132
0.963636364,2.740909091,0.461818182,1.487272727,477,0.005751457,0.057514571,0.06068374,0.873403141
0.963636364,0.927272727,2,0.974545455,349,0.000609316,0.006093163,0.00099787,1.279636363
1.136363636,2.222727273,2,1.145454545,416,0.005806063,0.058060629,0.217185365,3.067363637
0.963636364,2.740909091,1.829090909,0.461818182,453,0.006940112,0.069401122,0.349956299,3.459226612
1.827272727,0.15,1.145454545,2,492,0.006128248,0.061282482,0.009351746,0.118554546
1.309090909,0.15,1.658181818,0.290909091,496,0.006008209,0.060082091,0.013012609,0.171621818
0.618181818,0.15,0.974545455,0.803636364,429,0.006225685,0.062256851,0.008211426,0.100865454
1.827272727,1.704545455,1.145454545,0.632727273,490,0.005959276,0.059592758,0.100490343,1.347210744
1.827272727,2.222727273,0.974545455,1.487272727,315,0.000611218,0.00611218,0.00117282,1.494642646
1.827272727,0.927272727,0.632727273,0.974545455,500,0.006338581,0.063385806,0.034163235,0.404830413
0.790909091,3,1.145454545,1.487272727,475,0.006388964,0.063889638,0.203287595,2.371090908
2,2.740909091,1.658181818,0.461818182,383,0.006728349,0.067283485,0.298191078,3.135998677
0.618181818,3,0.290909091,0.290909091,468,0.005683234,0.056832343,0.040852683,0.602181818
0.790909091,1.963636364,1.829090909,1.829090909,326,0.000692749,0.006927492,0.00249804,2.478251901
